column1_charwithnull,column2_char,column3_cat1,column4_cat2,column5_int,column6_formula
N,Y,COMP,B,338,39480.333333333336
N,N,SS,G,2584,19298.5
,Y,SS,G,1595,13892.5
N,Y,SS,B,1643,147179.5
Y,N,SS,A,848,8544.727272727272
,N,SS,B,154,7486.25
Y,N,COMP,A+,2473,7604.7
N,Y,SS,A,852,284716.0
Y,Y,COMP,B,1183,7111.636363636364
N,N,SS,B,1672,215663.0
N,N,COMP,G,808,22447.75
,Y,SS,A+,2750,28874.166666666668
,Y,COMP,A+,1556,30320.285714285714
,N,COMP,A,2756,62918.0
N,N,SS,A+,1131,8149.625
N,Y,SS,A+,565,18808.85714285714
,Y,COMP,G,898,62779.0
N,Y,COMP,G,2753,58951.5
Y,N,SS,A+,15,26609.9
,N,SS,G,1016,79467.5
,Y,COMP,A,1448,52596.0
N,N,SS,B,110,9321.333333333334
,Y,SS,A,512,34627.333333333336
Y,N,COMP,A,284,25236.333333333332
N,N,SS,B,2317,3097.3333333333335
Y,N,COMP,A,2375,1291.3333333333333
,N,COMP,A,2325,19168.25
Y,N,COMP,A+,923,15572.90909090909
Y,Y,SS,A,128,6407.571428571428
,N,COMP,G,2597,28111.333333333332
N,Y,SS,A+,2060,68564.0
Y,Y,SS,A,1666,7868.538461538462
N,Y,COMP,A,1412,31342.222222222223
,N,COMP,B,2628,37610.8
Y,Y,SS,A+,2145,14551.3
Y,Y,SS,A,1490,14802.307692307691
N,N,SS,B,1266,868.0769230769231
Y,Y,COMP,G,2446,22880.46153846154
,N,SS,G,2518,286174.0
Y,Y,SS,G,805,8353.214285714286
N,N,COMP,A,550,7316.7
,N,SS,A+,97,12351.0
N,N,SS,A+,2117,6487.066666666667
Y,Y,SS,A+,2094,3829.9
N,N,COMP,G,762,18730.18181818182
,N,COMP,A+,1312,10482.727272727272
N,Y,COMP,B,879,64709.0
,Y,COMP,G,955,3332.125
Y,Y,SS,B,1608,4955.166666666667
,Y,SS,G,1634,1416.625
N,Y,COMP,B,1792,14471.75
N,N,SS,B,398,7289.384615384615
Y,Y,COMP,G,918,697.0
,N,COMP,A+,1125,90396.0
,Y,COMP,A,486,6693.142857142857
N,N,SS,A,758,8413.444444444445
,Y,COMP,A+,1159,29982.2
Y,N,SS,G,878,17146.666666666668
,N,SS,B,2537,12443.416666666666
Y,N,SS,A+,1629,3584.4
N,Y,SS,A+,338,14880.0
,Y,SS,G,1077,2205.8571428571427
N,N,COMP,A+,2104,28182.5
Y,N,COMP,A+,2425,26249.777777777777
Y,N,COMP,B,2263,46581.0
N,Y,COMP,A,2322,12550.0
,N,COMP,G,1263,9198.538461538461
Y,N,SS,B,1764,9111.666666666666
Y,Y,SS,G,2084,2331.8888888888887
N,Y,COMP,A,2422,3553.5
,Y,COMP,G,2019,5514.4
,Y,COMP,G,1299,40707.142857142855
Y,Y,COMP,A+,1291,16430.133333333335
Y,Y,SS,A+,1106,21964.846153846152
N,Y,COMP,A,996,5170.454545454545
N,N,SS,A+,732,21375.923076923078
,Y,SS,A+,1157,51363.5
N,Y,COMP,B,1796,11995.166666666666
Y,N,SS,G,1171,16793.666666666668
Y,Y,COMP,A,2794,6472.75
Y,Y,SS,B,598,42593.857142857145
N,Y,COMP,G,947,23278.272727272728
,Y,COMP,G,1488,2740.3333333333335
,N,COMP,B,1296,13310.0
Y,Y,COMP,A,1323,16194.642857142857
N,Y,SS,G,1038,7256.5
Y,Y,SS,A,2527,1259.7142857142858
,Y,COMP,B,1791,26974.636363636364
,Y,COMP,A+,2207,15746.692307692309
N,Y,SS,A,2659,11396.09090909091
,Y,COMP,A,1349,29792.14285714286
N,N,COMP,B,2153,26328.625
Y,N,COMP,A,2115,23267.285714285714
,N,SS,G,1034,18148.0
,Y,COMP,A+,2377,8824.538461538461
Y,N,SS,G,1037,1710.0
Y,N,COMP,A,2027,22164.5
Y,N,COMP,G,1252,46123.333333333336
Y,N,COMP,A+,2121,49339.4
,Y,COMP,G,859,34580.28571428572
Y,Y,SS,A+,2170,143907.0
,N,COMP,A+,1281,23464.0
,N,SS,B,2596,15322.666666666666
,Y,COMP,B,2157,17478.272727272728
N,N,SS,A,472,56846.8
,Y,COMP,A+,166,22156.714285714286
N,Y,SS,A+,804,38809.25
Y,Y,COMP,A+,777,55846.25
N,Y,COMP,B,838,2743.1666666666665
N,Y,SS,G,2109,1485.8666666666666
N,Y,SS,A,1057,77605.0
N,N,COMP,A,2667,11434.875
N,Y,COMP,A+,1244,122415.5
N,N,SS,G,2681,32335.5
,Y,COMP,A+,2324,18701.363636363636
,N,COMP,A+,998,9101.785714285714
N,Y,SS,B,898,7772.75
N,Y,SS,A+,288,228.33333333333334
Y,Y,SS,B,350,46252.5
Y,Y,COMP,B,1024,10681.888888888889
Y,Y,SS,A,952,24445.5
Y,N,SS,B,2197,23530.333333333332
N,Y,SS,G,1464,34447.5
N,Y,COMP,B,1758,150.0
,N,SS,A,64,24636.285714285714
,N,SS,B,2228,18424.571428571428
,Y,COMP,A,1795,18183.545454545456
Y,Y,COMP,A,1871,102654.0
N,N,COMP,A+,1604,25049.1
Y,N,COMP,G,907,19160.133333333335
N,Y,COMP,G,1300,21002.916666666668
Y,Y,SS,A+,1029,80372.0
,Y,COMP,G,129,37774.5
,Y,SS,B,2665,21940.46153846154
N,Y,COMP,B,506,11802.2
Y,Y,SS,G,1305,8957.785714285714
N,N,COMP,B,31,5034.133333333333
N,N,SS,B,954,4921.25
N,Y,SS,G,300,218239.0
Y,Y,COMP,A,855,18808.5
,N,SS,B,2010,19031.454545454544
N,Y,COMP,B,1795,30247.0
,N,COMP,G,2105,16066.636363636364
N,Y,COMP,G,2523,41085.25
N,Y,COMP,G,2368,2903.9285714285716
N,Y,SS,A,392,26074.625
Y,Y,COMP,G,1724,4744.153846153846
Y,Y,SS,A,219,31082.0
N,Y,SS,A,505,1137.9
N,N,SS,B,2554,93779.0
Y,Y,SS,G,549,10130.727272727272
N,Y,COMP,G,273,16983.545454545456
N,N,COMP,G,559,1959.6
N,N,COMP,B,2254,13959.4
,N,SS,A,5,984.0
N,Y,SS,A+,2451,2927.0
,N,COMP,G,2295,11798.0
,Y,COMP,A,1102,22266.0
,N,SS,G,10,9816.714285714286
,Y,COMP,G,2476,2212.777777777778
Y,N,COMP,B,390,46920.333333333336
N,N,COMP,B,1595,7437.1
,Y,SS,A+,566,2171.8
Y,N,COMP,B,1936,64898.5
Y,Y,COMP,A,1070,8616.181818181818
N,Y,SS,A,722,2827.8
N,Y,COMP,G,2582,13909.833333333334
N,N,COMP,A+,1823,155751.0
,Y,SS,A,53,28117.7
,Y,SS,A,979,4590.928571428572
,N,COMP,B,555,20461.0
,N,SS,B,2615,12407.888888888889
,Y,SS,G,148,27794.777777777777
Y,Y,SS,B,106,9918.714285714286
Y,Y,COMP,G,2027,25524.1
,N,COMP,A,1879,110969.0
Y,N,SS,G,1715,85.0
Y,N,COMP,B,1943,16094.375
Y,N,SS,A+,664,7360.5
Y,N,COMP,G,1362,39518.2
Y,N,COMP,G,13,2715.8571428571427
Y,N,SS,A+,156,12400.166666666666
N,N,COMP,A+,2697,39465.6
Y,N,COMP,G,172,42008.8
Y,Y,SS,G,2196,12410.545454545454
N,Y,SS,G,14,29584.333333333332
Y,Y,COMP,B,1581,27772.625
,N,SS,G,1841,2186.0
N,N,SS,G,890,19870.5
N,N,COMP,A,340,20382.0
N,Y,COMP,G,296,5355.5
N,Y,COMP,A+,2596,692.9166666666666
,N,SS,A+,2684,84273.0
,Y,COMP,B,1731,20628.583333333332
,Y,COMP,B,2528,67379.66666666667
,Y,SS,A,2694,214.92857142857142
,Y,SS,G,294,27182.81818181818
N,Y,SS,A,2105,37766.333333333336
N,N,SS,A+,53,67273.75
N,Y,SS,A,1043,45710.666666666664
Y,N,COMP,A+,2294,5632.071428571428
,N,SS,G,1560,19332.5
Y,Y,SS,A+,1934,19756.6
Y,Y,SS,B,1248,25762.714285714286
Y,N,SS,A+,1879,58701.75
,Y,COMP,B,239,14469.857142857143
Y,Y,COMP,B,409,15538.866666666667
,Y,SS,A,2495,23762.833333333332
Y,Y,SS,B,1281,226678.0
N,N,COMP,A+,1867,19492.5
Y,Y,SS,A,2351,4847.5
Y,N,COMP,G,295,18357.25
Y,Y,SS,A,2012,8720.181818181818
,Y,SS,A+,876,6073.0
N,Y,SS,A+,845,11820.357142857143
N,Y,SS,B,758,116172.0
N,N,SS,G,2524,7134.2307692307695
N,N,SS,B,1117,8448.454545454546
Y,N,SS,A,2436,4140.416666666667
N,Y,COMP,A+,2138,24759.2
,N,SS,B,2333,5198.428571428572
N,Y,SS,A,2572,3279.1666666666665
,Y,COMP,B,174,2255.714285714286
Y,N,SS,G,639,12108.2
,N,COMP,A+,1341,296270.0
,N,COMP,G,844,20395.545454545456
,Y,SS,A,2567,6372.416666666667
Y,Y,COMP,G,1319,50331.0
N,Y,SS,A,1386,7038.8
N,N,COMP,A,2004,6121.785714285715
Y,N,SS,A+,2285,117618.5
,N,COMP,A,2542,4564.266666666666
N,Y,COMP,G,1526,24901.333333333332
,Y,SS,A+,257,43681.666666666664
,N,SS,B,1572,7473.2307692307695
Y,Y,SS,B,1679,7856.666666666667
,Y,SS,A,1002,21374.8
Y,Y,SS,A,2707,16038.0
N,N,SS,A+,1511,77274.5
N,Y,COMP,A+,1386,2676.3333333333335
,Y,SS,A,692,18485.533333333333
Y,N,COMP,G,560,67631.75
N,Y,COMP,A+,1333,35163.42857142857
,Y,COMP,B,800,160592.0
Y,Y,COMP,A+,1068,19962.428571428572
Y,Y,SS,A+,76,15500.133333333333
,Y,SS,B,676,6095.0
N,N,SS,G,1032,16882.428571428572
Y,N,SS,B,1172,42074.28571428572
N,N,COMP,B,1797,15655.833333333334
N,N,SS,B,2756,5641.666666666667
,N,SS,B,1878,27186.125
N,Y,COMP,B,2187,34295.75
N,Y,SS,A,1106,126071.5
Y,N,COMP,A+,1871,22427.875
,Y,COMP,G,1035,11544.666666666666
,Y,SS,B,788,9922.0
Y,N,COMP,B,1918,33828.25
N,N,SS,A+,1761,20437.75
N,N,SS,A+,312,107691.5
,Y,COMP,G,1321,21239.428571428572
Y,N,SS,A+,541,27278.25
N,N,SS,B,2356,16833.615384615383
N,N,SS,A+,2290,10500.785714285714
Y,Y,SS,A+,1362,28894.333333333332
,Y,COMP,B,2652,30582.25
N,N,COMP,B,2770,21492.555555555555
Y,N,SS,G,2711,48174.5
,Y,SS,B,2037,12838.222222222223
N,Y,COMP,A+,2184,31714.25
Y,Y,SS,B,2351,54630.6
,N,SS,A,1858,20854.666666666668
Y,Y,SS,A,49,15095.666666666666
N,Y,SS,A+,693,42656.333333333336
Y,Y,SS,A,2450,5785.833333333333
N,Y,SS,G,267,17222.583333333332
,N,COMP,A+,1932,24119.5
N,N,SS,A+,2286,21081.545454545456
,N,COMP,B,246,13685.0
Y,N,SS,G,1301,1359.642857142857
,Y,COMP,G,2780,18220.0
N,Y,COMP,A+,2121,270713.0
Y,Y,COMP,G,990,14947.90909090909
,N,COMP,B,1870,35099.0
,N,COMP,G,1483,13453.866666666667
,N,COMP,G,2424,116197.0
,N,SS,G,498,16589.2
N,Y,SS,A,1700,15041.07142857143
,N,COMP,G,1268,22048.9
,N,SS,A+,2450,4758.714285714285
Y,N,COMP,A,146,19512.875
,Y,SS,A,1749,22705.5
,N,COMP,B,338,31883.25
Y,N,COMP,A,2601,15375.533333333333
Y,Y,COMP,A,891,29307.0
,Y,SS,A,2749,4984.785714285715
Y,Y,COMP,G,682,9935.0
Y,Y,SS,B,1529,57579.2
,Y,COMP,G,948,30634.444444444445
N,Y,COMP,A,1484,10511.333333333334
Y,N,COMP,B,1277,39246.0
,N,COMP,A+,786,8626.0
,Y,SS,B,1473,16117.4
N,Y,COMP,B,1479,19387.3
Y,Y,SS,G,1603,12420.166666666666
Y,Y,COMP,A,41,10754.90909090909
,N,COMP,A,573,4205.466666666666
N,N,SS,B,744,15438.2
Y,N,COMP,G,1237,69593.33333333333
N,N,COMP,A,347,6785.866666666667
,Y,COMP,B,1802,84605.0
Y,Y,SS,G,1734,18170.30769230769
N,Y,COMP,A,430,12576.25
,N,SS,B,1348,38119.8
Y,Y,COMP,A,488,13670.066666666668
,N,SS,A+,602,123120.0
N,Y,COMP,B,691,20583.454545454544
N,N,SS,A,134,15973.214285714286
Y,Y,COMP,B,368,119267.5
,Y,SS,G,784,13502.933333333332
Y,Y,SS,A,1728,22988.6
N,Y,SS,A+,1750,140176.0
,Y,COMP,A+,1,3529.4666666666667
,Y,SS,B,2025,12987.857142857143
,N,SS,B,858,10463.285714285714
Y,N,COMP,A,539,25209.0
,Y,COMP,B,555,27664.0
,Y,SS,A+,2309,49916.5
N,Y,SS,B,1068,73613.0
Y,Y,COMP,G,909,4808.0
N,N,SS,B,528,11245.0
Y,N,SS,A+,1210,12300.285714285714
N,N,SS,B,1752,46100.833333333336
,N,COMP,B,1365,75216.0
N,N,COMP,B,773,21230.083333333332
Y,Y,SS,B,138,8972.09090909091
N,Y,SS,G,1409,15043.07142857143
Y,Y,SS,A+,597,17431.666666666668
Y,Y,COMP,A,83,220186.0
N,N,SS,A+,2611,58100.0
Y,Y,SS,A+,2092,5343.923076923077
,Y,SS,G,813,39019.142857142855
,Y,COMP,B,1936,44699.833333333336
N,N,SS,A,538,65860.0
Y,N,SS,B,245,244541.0
,Y,COMP,A,443,32965.666666666664
,N,COMP,A+,1981,573.8571428571429
Y,N,COMP,B,606,3380.6428571428573
N,N,SS,G,1113,18686.6
,N,COMP,A+,1502,17439.8
N,N,COMP,B,2280,6778.090909090909
Y,Y,COMP,A+,504,17870.909090909092
Y,Y,SS,A+,1408,3387.25
,N,SS,A,777,11636.0
,N,COMP,B,1468,36833.5
Y,N,COMP,B,2738,15399.8
Y,N,SS,B,26,17136.35714285714
N,N,COMP,A+,77,55137.0
N,N,COMP,B,2078,21008.785714285714
N,Y,COMP,B,506,25273.875
Y,Y,SS,A,218,13759.7
N,Y,SS,A+,343,11191.8
Y,N,COMP,A+,1117,10917.222222222223
N,Y,SS,A+,70,1182.625
,N,COMP,B,1177,24593.222222222223
N,N,COMP,B,1474,20679.0
N,N,SS,A,1047,33539.833333333336
,Y,SS,A+,2613,15896.42857142857
N,Y,SS,A,1067,8818.0
Y,N,COMP,B,1148,6361.066666666667
,Y,COMP,A+,2257,53077.0
N,Y,COMP,A+,2628,23751.0
Y,Y,SS,A+,2094,12469.583333333334
N,Y,COMP,A,2088,22019.846153846152
N,Y,COMP,A,2495,21620.363636363636
N,Y,COMP,B,2341,27972.85714285714
Y,N,COMP,A+,1247,2174.785714285714
N,Y,COMP,A,557,29515.333333333332
Y,Y,COMP,G,1159,7335.142857142857
N,Y,COMP,A,1939,26907.0
Y,N,COMP,A+,755,6984.25
N,N,SS,A+,2309,6196.8
,Y,COMP,G,2411,14814.272727272728
,N,COMP,G,98,19500.5
N,Y,COMP,A,792,7960.285714285715
Y,Y,SS,A+,671,11828.0
,Y,COMP,A,386,29287.333333333332
Y,Y,COMP,B,2667,84591.66666666667
Y,N,SS,B,1014,14263.6
N,Y,SS,A,1381,3649.1666666666665
,N,COMP,A,1183,23275.833333333332
,Y,COMP,G,463,35255.0
,Y,SS,A,2433,24417.833333333332
N,N,COMP,A+,378,16510.0
Y,N,COMP,G,2492,42818.333333333336
Y,Y,COMP,A+,221,236027.0
Y,N,COMP,A+,1999,16588.4
N,N,COMP,A+,2622,59583.75
N,Y,COMP,A+,1154,40787.57142857143
,N,SS,A,1680,32331.14285714286
,N,COMP,A+,2006,22168.285714285714
N,Y,COMP,A+,2081,6157.285714285715
Y,Y,COMP,A+,587,23917.666666666668
Y,Y,SS,G,2455,41161.0
Y,Y,SS,A+,2655,16671.777777777777
,Y,SS,G,1984,30663.666666666668
N,N,SS,B,232,2415.6153846153848
N,Y,COMP,A,813,6488.714285714285
N,N,SS,A+,1800,21777.416666666668
Y,N,SS,B,2563,1356.3846153846155
N,N,COMP,A,43,11426.0
N,N,COMP,A,2004,68883.33333333333
Y,Y,COMP,G,2706,20310.0
N,Y,SS,B,1763,10328.0
N,Y,SS,A+,54,13064.42857142857
Y,Y,COMP,G,451,14495.461538461539
,Y,SS,G,2031,22882.0
N,Y,SS,A+,125,41486.75
Y,Y,COMP,G,616,3837.5
,N,COMP,B,1376,20022.125
Y,Y,COMP,A,2423,19997.727272727272
N,N,SS,A,1527,15551.07142857143
Y,Y,SS,B,1749,8043.666666666667
N,Y,COMP,B,2477,6651.0
N,N,COMP,A,2239,30938.5
,Y,SS,G,1737,8970.111111111111
,Y,COMP,A,2452,6941.4
,Y,SS,A+,881,40555.2
N,N,SS,B,924,15946.57142857143
,Y,COMP,A,180,4503.0
Y,N,COMP,A+,364,5170.0
N,N,SS,A,2170,13661.6
Y,Y,SS,A,2652,37051.666666666664
Y,N,SS,A+,547,249.75
N,N,SS,B,793,25027.571428571428
,Y,SS,G,2118,50911.6
Y,N,SS,B,2758,19749.5
N,Y,SS,A,1865,31464.0
N,Y,SS,A,2614,3982.3076923076924
N,Y,SS,B,2132,1188.6666666666667
Y,Y,COMP,B,226,270275.0
N,N,COMP,A+,485,11024.5
Y,N,SS,B,1765,15771.75
N,N,COMP,A+,874,31935.0
,Y,SS,A,1057,1252.7857142857142
Y,Y,COMP,B,2218,10414.0
,N,SS,B,2140,15721.818181818182
,Y,SS,A+,1133,65336.666666666664
,Y,SS,A,2069,3350.0
Y,Y,SS,G,2650,39260.5
Y,Y,SS,B,1862,5559.928571428572
Y,Y,COMP,G,2574,14628.333333333334
Y,N,COMP,B,2797,26753.363636363636
Y,N,SS,A,270,4144.555555555556
N,N,SS,A+,1970,3294.3333333333335
Y,Y,COMP,B,586,10442.615384615385
Y,Y,COMP,B,259,15272.0
,Y,COMP,G,588,47958.0
,Y,COMP,G,1701,19517.727272727272
,Y,COMP,B,1923,25241.777777777777
,N,COMP,A+,629,20761.666666666668
Y,N,SS,B,1498,37238.666666666664
Y,N,SS,G,1712,55614.5
N,N,COMP,A,2179,32328.285714285714
Y,Y,SS,G,266,49583.4
,N,SS,G,2645,20240.125
Y,Y,COMP,G,2155,8594.1
Y,N,SS,B,2166,15733.538461538461
,Y,SS,A,964,34261.0
N,N,SS,A,398,11783.285714285714
N,Y,SS,A+,2570,729.2
N,N,SS,A,2199,16962.545454545456
,Y,COMP,A+,790,30868.333333333332
N,N,SS,G,685,896.4166666666666
N,N,SS,A,1591,6288.133333333333
,Y,SS,G,2148,25197.333333333332
N,Y,COMP,A,1340,5620.5
,N,COMP,A,1399,19051.333333333332
N,N,SS,A,2703,15013.923076923076
,Y,COMP,G,2098,3761.5
,Y,SS,A+,927,13121.4
Y,N,SS,A+,2150,100054.0
Y,N,COMP,B,887,30268.222222222223
N,N,SS,B,2543,40010.28571428572
,Y,SS,A,2174,60444.75
Y,N,COMP,A,1108,46127.666666666664
Y,N,SS,A+,2794,14379.333333333334
,N,SS,A+,1765,15467.916666666666
N,Y,COMP,A+,105,14954.466666666667
,N,SS,G,2268,11713.25
Y,Y,SS,A,1634,7968.0
N,Y,SS,G,789,5776.466666666666
Y,N,COMP,G,48,3990.4615384615386
Y,Y,SS,A+,2774,38594.666666666664
N,N,COMP,B,2223,25417.75
,N,COMP,A+,460,34937.0
Y,Y,COMP,B,571,14434.0
Y,N,COMP,B,1812,296.35714285714283
N,N,SS,B,755,15898.2
N,N,COMP,B,2482,27419.714285714286
N,N,COMP,A+,1084,33526.0
N,Y,COMP,A,899,29525.75
Y,Y,COMP,A,159,47650.25
N,N,COMP,A,2007,21302.0
Y,N,COMP,A,148,32776.75
N,Y,SS,A,2674,25716.5
,N,SS,B,788,9233.083333333334
N,Y,COMP,G,633,87829.0
N,Y,COMP,A+,1405,29210.5
Y,Y,SS,A,390,19416.25
,Y,SS,A+,1190,31488.666666666668
,Y,COMP,A+,233,22327.272727272728
Y,Y,SS,G,1581,30112.875
Y,N,SS,A+,2372,3298.866666666667
,N,COMP,G,2495,3161.5
Y,Y,SS,A+,1117,26485.9
N,N,SS,A+,1036,42240.4
Y,N,SS,A+,1546,9429.625
Y,Y,SS,A+,1092,11717.75
Y,N,SS,B,1687,21075.9
Y,N,COMP,A+,2295,79355.0
,Y,SS,G,349,6958.714285714285
,Y,COMP,A,1360,20712.444444444445
Y,N,SS,A+,36,51948.5
Y,Y,SS,A+,1673,143324.5
N,N,COMP,A+,1186,20825.75
N,Y,SS,A+,1935,4871.0
,Y,COMP,A+,319,15292.09090909091
Y,N,SS,A,1888,18190.333333333332
,Y,SS,G,991,21962.6
N,N,COMP,B,2067,5761.125
N,N,COMP,A,189,8896.5
Y,Y,SS,A,56,9468.214285714286
N,N,COMP,A+,368,37940.333333333336
Y,N,SS,A,555,13766.846153846154
Y,Y,SS,G,1176,16669.0
Y,N,SS,B,997,22610.846153846152
Y,Y,COMP,G,41,37822.857142857145
N,Y,COMP,G,1613,17263.785714285714
,N,SS,A,2382,26970.14285714286
Y,N,SS,A+,597,14518.333333333334
Y,N,COMP,G,2706,91391.0
,Y,SS,A,1491,10713.545454545454
Y,Y,COMP,A+,124,5955.333333333333
Y,N,COMP,B,1732,27850.571428571428
Y,Y,COMP,A+,2274,7003.933333333333
,N,SS,B,265,14778.285714285714
Y,N,SS,B,129,17279.444444444445
Y,Y,COMP,A+,1834,15815.57142857143
N,N,COMP,B,2687,1281.1666666666667
,N,SS,B,1128,9733.25
,N,SS,B,2106,58399.5
,Y,COMP,A,436,34086.0
Y,N,COMP,B,1890,13820.09090909091
,Y,SS,G,43,14648.0
Y,Y,COMP,B,646,19650.625
N,N,SS,A+,277,17075.571428571428
N,Y,SS,A,1400,24827.583333333332
Y,N,SS,A+,501,9145.0
,N,SS,A+,1349,25263.0
Y,N,SS,G,2755,4218.538461538462
N,N,COMP,A,2489,11891.555555555555
,Y,COMP,B,1253,14376.5
Y,Y,COMP,A+,2331,25866.0
Y,N,SS,A,2570,15330.181818181818
N,N,SS,A,1074,8204.8
,N,COMP,A+,1209,18889.666666666668
,Y,COMP,A+,256,7661.090909090909
N,Y,COMP,B,621,129509.0
Y,N,COMP,G,287,1550.857142857143
,Y,SS,G,2297,34333.625
Y,N,SS,B,184,450.8
Y,Y,COMP,A,1689,28168.5
N,N,COMP,B,2502,9161.0
N,Y,COMP,B,2741,6493.2
N,N,COMP,A+,1376,42420.6
Y,N,COMP,B,1767,47197.0
N,Y,COMP,G,1151,844.0
,N,COMP,A,1637,52764.6
Y,Y,COMP,G,717,20565.0
N,N,COMP,G,1711,62868.0
,N,SS,A,1810,34534.75
,Y,SS,A+,788,8634.785714285714
N,Y,SS,A+,2363,32185.125
,N,COMP,G,1785,36227.0
,N,COMP,B,848,3998.769230769231
N,Y,COMP,A+,565,9336.5
N,Y,COMP,B,2693,2863.230769230769
N,Y,COMP,A+,2024,2360.153846153846
,Y,COMP,B,752,22660.916666666668
,N,COMP,A,370,4040.0833333333335
,Y,COMP,A+,583,73122.0
N,N,COMP,B,1106,26247.6
,N,SS,B,1277,15117.333333333334
,Y,COMP,G,2248,21315.0
N,Y,SS,B,2800,32405.125
Y,N,SS,B,1173,28608.0
N,N,COMP,G,1250,48362.166666666664
N,N,SS,B,1080,21590.5
,Y,SS,A+,2224,3160.4444444444443
,N,SS,B,1191,5297.0
Y,Y,SS,B,2271,4090.0
N,Y,COMP,G,2289,5543.615384615385
Y,N,COMP,A,131,26187.0
,Y,SS,B,1058,16816.214285714286
N,Y,COMP,B,242,117938.5
Y,Y,COMP,A+,2433,7697.833333333333
N,Y,COMP,G,2293,3629.714285714286
N,N,SS,B,2004,12945.25
Y,N,COMP,A+,1664,20512.333333333332
,N,COMP,B,1927,4806.909090909091
Y,N,COMP,G,2553,14067.76923076923
Y,N,SS,A,1131,66233.0
Y,Y,SS,G,1132,28854.85714285714
Y,N,COMP,A,2625,5564.3
N,N,SS,G,2355,96418.0
,Y,SS,B,804,4159.428571428572
,Y,COMP,A,1657,12601.8
N,N,COMP,B,2442,48837.333333333336
Y,N,SS,A,2406,20822.153846153848
N,Y,SS,G,1134,18096.333333333332
,Y,SS,A+,2261,23438.0
N,Y,SS,B,1085,60163.5
,Y,COMP,B,2546,138991.0
N,N,COMP,A,14,69436.0
N,Y,SS,G,819,12665.0
Y,Y,SS,A,1153,30398.14285714286
N,Y,SS,G,1958,17196.214285714286
,N,SS,B,1445,271334.0
,N,SS,A+,2730,9847.333333333334
,Y,COMP,G,704,4220.733333333334
Y,Y,COMP,B,1040,105115.0
N,N,COMP,B,1197,13965.444444444445
Y,N,SS,G,737,99910.0
N,N,SS,A,1182,17838.916666666668
N,N,SS,A,997,2336.5555555555557
Y,Y,SS,A+,1313,14574.5
N,N,COMP,B,1716,2536.5
,Y,COMP,B,1900,15628.5
Y,Y,COMP,A+,1837,29715.6
,Y,COMP,A+,1601,12658.6
,Y,COMP,A,2201,5996.785714285715
,Y,SS,A+,2090,18063.166666666668
Y,N,COMP,G,1841,12417.0
,Y,COMP,G,589,42836.666666666664
,N,SS,A+,1567,287236.0
N,N,COMP,A+,1115,3292.3
,Y,COMP,A,1343,19729.64285714286
,Y,SS,A+,1084,1510.6666666666667
Y,Y,COMP,A,1133,7065.25
N,N,COMP,B,1932,153471.0
N,N,COMP,A,2499,45227.0
,N,COMP,A,1093,14361.466666666667
N,Y,COMP,G,1864,20813.0
,Y,SS,G,2357,16470.64285714286
Y,N,COMP,G,2347,22108.166666666668
,Y,SS,A+,469,30898.2
N,Y,SS,A+,1114,15500.333333333334
,Y,COMP,A+,1084,18418.2
N,Y,SS,A,655,25670.0
N,Y,COMP,B,2706,11798.083333333334
N,N,COMP,G,1206,272935.0
N,N,COMP,G,2557,19564.125
Y,N,SS,A,107,94382.33333333333
N,Y,SS,B,1153,21939.333333333332
,N,SS,A,2369,6008.2307692307695
Y,Y,SS,A+,628,20360.5
,Y,COMP,G,1017,8040.0
Y,Y,SS,G,595,32735.5
N,Y,SS,A+,1373,17973.0
N,Y,SS,G,2732,36782.375
N,N,COMP,G,1015,21923.9
N,N,SS,A+,2190,10680.615384615385
N,N,COMP,A,1513,13971.111111111111
Y,N,COMP,B,1949,267087.0
N,N,SS,B,1103,13144.0
Y,Y,COMP,A,98,13143.5
N,N,SS,A,1772,39018.5
N,Y,COMP,A+,2275,17257.0
,N,SS,B,152,17001.909090909092
,N,COMP,G,2057,19365.2
,Y,COMP,A+,715,14144.5
N,Y,COMP,G,474,37748.2
Y,N,SS,G,1507,13989.166666666666
,Y,COMP,A,595,16494.166666666668
N,N,COMP,B,2553,19285.0
Y,Y,COMP,G,2307,22091.153846153848
N,N,SS,A+,2367,95666.5
Y,Y,SS,A+,2725,201763.0
Y,Y,COMP,A,1307,15842.25
N,N,COMP,A,1877,3778.181818181818
Y,N,COMP,B,440,10953.846153846154
Y,N,SS,B,1678,5163.333333333333
,Y,COMP,G,48,11526.125
,Y,COMP,G,2004,27927.333333333332
N,Y,COMP,A+,793,18675.5
Y,N,COMP,A,1497,64005.666666666664
N,Y,COMP,A,2284,3276.714285714286
Y,N,COMP,A,213,77533.66666666667
Y,Y,SS,A,1144,7287.090909090909
Y,Y,COMP,G,1897,47386.5
N,Y,SS,A,407,17326.6
Y,Y,SS,B,696,13200.0
N,N,COMP,G,948,20349.53846153846
,Y,COMP,A,2227,4523.0
,Y,SS,G,2086,73152.0
Y,N,SS,G,2272,19665.071428571428
Y,N,COMP,G,375,29754.333333333332
,Y,COMP,A,2483,18174.666666666668
,N,COMP,G,23,33044.142857142855
N,Y,COMP,A+,2380,1599.8
Y,Y,SS,G,343,44692.5
N,Y,SS,A,2543,10222.0
N,N,COMP,B,2410,17986.923076923078
Y,N,SS,B,1517,44281.0
,Y,SS,G,2315,10991.57142857143
